"submission_id","list_num","trial_index","trial_id","topic","is_filler","condition_index","pc_prag","g","pc_prop_rating","selected_marker","marker_index","rt"
5,0,5,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3100
5,0,6,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3589
5,0,7,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,3524
5,0,8,103,"kochen",TRUE,NA,NA,NA,NA,"ja",2,3365
5,0,9,7,"sport",FALSE,2,"high","low",83,"ja",2,3300
5,0,10,8,"lokalkauf",FALSE,3,"high","high",58,"soviel ich weiß",1,5091
5,0,11,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,3494
5,0,12,3,"stadtverkehr",FALSE,2,"high","low",71,"soviel ich weiß",1,2173
5,0,13,1,"klimawandel",FALSE,0,"low","low",88,"ja",2,5545
5,0,14,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3369
5,0,15,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,3902
5,0,16,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5519
6,1,1,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5206
6,1,2,4,"digitalisierung",FALSE,0,"low","low",85,"soviel ich weiß",1,3246
6,1,3,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,2535
6,1,4,6,"plastik",FALSE,2,"high","low",79,"ja",2,3982
6,1,5,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2148
6,1,6,7,"sport",FALSE,3,"high","high",83,"bekanntlich",3,5865
6,1,7,5,"schlaf",FALSE,1,"low","high",74,"bekanntlich",3,5930
6,1,8,2,"ernaehrung",FALSE,2,"high","low",62,"soviel ich weiß",1,2496
6,1,9,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,5387
6,1,10,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,4504
6,1,11,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3875
6,1,12,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,1399
6,1,13,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,4047
6,1,14,3,"stadtverkehr",FALSE,3,"high","high",71,"bekanntlich",3,2615
6,1,15,1,"klimawandel",FALSE,1,"low","high",88,"bekanntlich",3,6661
6,1,16,8,"lokalkauf",FALSE,0,"low","low",58,"ja",2,3061
7,2,1,3,"stadtverkehr",FALSE,0,"low","low",71,"ja",2,4239
7,2,2,6,"plastik",FALSE,3,"high","high",79,"ja",2,6027
7,2,3,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,5380
7,2,4,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,3477
7,2,5,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,222
7,2,6,7,"sport",FALSE,0,"low","low",83,"bekanntlich",3,5922
7,2,7,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,3752
7,2,8,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,4033
7,2,9,2,"ernaehrung",FALSE,3,"high","high",62,"ja",2,5804
7,2,10,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,2985
7,2,11,1,"klimawandel",FALSE,2,"high","low",88,"ja",2,3717
7,2,12,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5310
7,2,13,8,"lokalkauf",FALSE,1,"low","high",58,"ja",2,5038
7,2,14,5,"schlaf",FALSE,2,"high","low",74,"ja",2,3512
7,2,15,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3773
7,2,16,4,"digitalisierung",FALSE,1,"low","high",85,"bekanntlich",3,5116
8,3,1,7,"sport",FALSE,1,"low","high",83,"bekanntlich",3,5720
8,3,2,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5920
8,3,3,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,2893
8,3,4,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3090
8,3,5,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,4789
8,3,6,103,"kochen",TRUE,NA,NA,NA,NA,"ja",2,3989
8,3,7,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2309
8,3,8,6,"plastik",FALSE,0,"low","low",79,"ja",2,3565
8,3,9,1,"klimawandel",FALSE,3,"high","high",88,"bekanntlich",3,4570
8,3,10,3,"stadtverkehr",FALSE,1,"low","high",71,"bekanntlich",3,5809
8,3,11,2,"ernaehrung",FALSE,0,"low","low",62,"soviel ich weiß",1,3564
8,3,12,8,"lokalkauf",FALSE,2,"high","low",58,"soviel ich weiß",1,2535
8,3,13,4,"digitalisierung",FALSE,2,"high","low",85,"soviel ich weiß",1,2789
8,3,14,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5372
8,3,15,5,"schlaf",FALSE,3,"high","high",74,"ja",2,1723
8,3,16,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3873
9,0,1,3,"stadtverkehr",FALSE,2,"high","low",71,"soviel ich weiß",1,5953
9,0,2,102,"leselicht",TRUE,NA,NA,NA,NA,"bekanntlich",3,5502
9,0,3,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,4473
9,0,4,2,"ernaehrung",FALSE,1,"low","high",62,"soviel ich weiß",1,4314
9,0,5,7,"sport",FALSE,2,"high","low",83,"soviel ich weiß",1,3730
9,0,6,4,"digitalisierung",FALSE,3,"high","high",85,"soviel ich weiß",1,5794
9,0,7,5,"schlaf",FALSE,0,"low","low",74,"soviel ich weiß",1,3886
9,0,8,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,2955
9,0,9,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4504
9,0,10,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,4421
9,0,11,8,"lokalkauf",FALSE,3,"high","high",58,"soviel ich weiß",1,5603
9,0,12,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,2889
9,0,13,1,"klimawandel",FALSE,0,"low","low",88,"bekanntlich",3,4427
9,0,14,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3252
9,0,15,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3870
9,0,16,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,4493
10,1,1,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,3815
10,1,2,4,"digitalisierung",FALSE,0,"low","low",85,"bekanntlich",3,4729
10,1,3,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,5189
10,1,4,7,"sport",FALSE,3,"high","high",83,"bekanntlich",3,2834
10,1,5,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4529
10,1,6,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4918
10,1,7,8,"lokalkauf",FALSE,0,"low","low",58,"soviel ich weiß",1,3709
10,1,8,3,"stadtverkehr",FALSE,3,"high","high",71,"ja",2,5896
10,1,9,5,"schlaf",FALSE,1,"low","high",74,"ja",2,3658
10,1,10,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,4679
10,1,11,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4605
10,1,12,1,"klimawandel",FALSE,1,"low","high",88,"bekanntlich",3,2580
10,1,13,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,4454
10,1,14,6,"plastik",FALSE,2,"high","low",79,"ja",2,2419
10,1,15,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,5424
10,1,16,2,"ernaehrung",FALSE,2,"high","low",62,"soviel ich weiß",1,5620
11,2,1,2,"ernaehrung",FALSE,3,"high","high",62,"ja",2,4413
11,2,2,7,"sport",FALSE,0,"low","low",83,"ja",2,3464
11,2,3,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,3565
11,2,4,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,5339
11,2,5,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,4365
11,2,6,3,"stadtverkehr",FALSE,0,"low","low",71,"soviel ich weiß",1,5024
11,2,7,4,"digitalisierung",FALSE,1,"low","high",85,"ja",2,4780
11,2,8,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,3961
11,2,9,8,"lokalkauf",FALSE,1,"low","high",58,"ja",2,3142
11,2,10,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5713
11,2,11,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4517
11,2,12,1,"klimawandel",FALSE,2,"high","low",88,"soviel ich weiß",1,7338
11,2,13,6,"plastik",FALSE,3,"high","high",79,"bekanntlich",3,5650
11,2,14,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2246
11,2,15,5,"schlaf",FALSE,2,"high","low",74,"ja",2,6359
11,2,16,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,2508
12,3,1,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,3087
12,3,2,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,3042
12,3,3,1,"klimawandel",FALSE,3,"high","high",88,"ja",2,3196
12,3,4,2,"ernaehrung",FALSE,0,"low","low",62,"soviel ich weiß",1,3010
12,3,5,4,"digitalisierung",FALSE,2,"high","low",85,"soviel ich weiß",1,6614
12,3,6,7,"sport",FALSE,1,"low","high",83,"bekanntlich",3,3446
12,3,7,106,"trinken",TRUE,NA,NA,NA,NA,"bekanntlich",3,4002
12,3,8,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2662
12,3,9,5,"schlaf",FALSE,3,"high","high",74,"soviel ich weiß",1,5483
12,3,10,3,"stadtverkehr",FALSE,1,"low","high",71,"ja",2,3632
12,3,11,102,"leselicht",TRUE,NA,NA,NA,NA,"bekanntlich",3,1892
12,3,12,101,"bahn",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2899
12,3,13,6,"plastik",FALSE,0,"low","low",79,"bekanntlich",3,2396
12,3,14,8,"lokalkauf",FALSE,2,"high","low",58,"soviel ich weiß",1,1986
12,3,15,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,574
12,3,16,103,"kochen",TRUE,NA,NA,NA,NA,"ja",2,3376
13,0,1,107,"frischluft",TRUE,NA,NA,NA,NA,"ja",2,7359
13,0,2,8,"lokalkauf",FALSE,3,"high","high",58,"soviel ich weiß",1,4981
13,0,3,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5413
13,0,4,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,2468
13,0,5,3,"stadtverkehr",FALSE,2,"high","low",71,"soviel ich weiß",1,4411
13,0,6,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,2032
13,0,7,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2235
13,0,8,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,3199
13,0,9,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3316
13,0,10,1,"klimawandel",FALSE,0,"low","low",88,"ja",2,6193
13,0,11,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,1073
13,0,12,4,"digitalisierung",FALSE,3,"high","high",85,"bekanntlich",3,6537
13,0,13,5,"schlaf",FALSE,0,"low","low",74,"soviel ich weiß",1,5733
13,0,14,7,"sport",FALSE,2,"high","low",83,"soviel ich weiß",1,5794
13,0,15,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,3417
13,0,16,2,"ernaehrung",FALSE,1,"low","high",62,"soviel ich weiß",1,4125
14,1,1,3,"stadtverkehr",FALSE,3,"high","high",71,"bekanntlich",3,4715
14,1,2,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,2036
14,1,3,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,3586
14,1,4,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4124
14,1,5,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4786
14,1,6,7,"sport",FALSE,3,"high","high",83,"bekanntlich",3,4162
14,1,7,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,2803
14,1,8,1,"klimawandel",FALSE,1,"low","high",88,"bekanntlich",3,2313
14,1,9,2,"ernaehrung",FALSE,2,"high","low",62,"soviel ich weiß",1,4062
14,1,10,4,"digitalisierung",FALSE,0,"low","low",85,"bekanntlich",3,4170
14,1,11,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5253
14,1,12,8,"lokalkauf",FALSE,0,"low","low",58,"soviel ich weiß",1,5850
14,1,13,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,3421
14,1,14,5,"schlaf",FALSE,1,"low","high",74,"bekanntlich",3,4075
14,1,15,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,5225
14,1,16,6,"plastik",FALSE,2,"high","low",79,"soviel ich weiß",1,5775
15,2,1,3,"stadtverkehr",FALSE,0,"low","low",71,"soviel ich weiß",1,3881
15,2,2,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,2969
15,2,3,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,4180
15,2,4,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,5717
15,2,5,7,"sport",FALSE,0,"low","low",83,"ja",2,3965
15,2,6,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,5008
15,2,7,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,4905
15,2,8,1,"klimawandel",FALSE,2,"high","low",88,"soviel ich weiß",1,2669
15,2,9,8,"lokalkauf",FALSE,1,"low","high",58,"bekanntlich",3,5020
15,2,10,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,1519
15,2,11,4,"digitalisierung",FALSE,1,"low","high",85,"bekanntlich",3,4017
15,2,12,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5323
15,2,13,5,"schlaf",FALSE,2,"high","low",74,"soviel ich weiß",1,7863
15,2,14,105,"urlaub",TRUE,NA,NA,NA,NA,"bekanntlich",3,4389
15,2,15,6,"plastik",FALSE,3,"high","high",79,"soviel ich weiß",1,3072
15,2,16,2,"ernaehrung",FALSE,3,"high","high",62,"ja",2,3709
16,3,1,1,"klimawandel",FALSE,3,"high","high",88,"bekanntlich",3,5645
16,3,2,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,4721
16,3,3,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,2682
16,3,4,8,"lokalkauf",FALSE,2,"high","low",58,"soviel ich weiß",1,5487
16,3,5,106,"trinken",TRUE,NA,NA,NA,NA,"bekanntlich",3,3427
16,3,6,2,"ernaehrung",FALSE,0,"low","low",62,"soviel ich weiß",1,4519
16,3,7,3,"stadtverkehr",FALSE,1,"low","high",71,"ja",2,6564
16,3,8,5,"schlaf",FALSE,3,"high","high",74,"ja",2,4265
16,3,9,7,"sport",FALSE,1,"low","high",83,"ja",2,4952
16,3,10,6,"plastik",FALSE,0,"low","low",79,"ja",2,4088
16,3,11,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,5391
16,3,12,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,1391
16,3,13,4,"digitalisierung",FALSE,2,"high","low",85,"soviel ich weiß",1,5171
16,3,14,102,"leselicht",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,3333
16,3,15,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,3712
16,3,16,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5708
17,0,1,2,"ernaehrung",FALSE,1,"low","high",62,"ja",2,2311
17,0,2,106,"trinken",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4803
17,0,3,1,"klimawandel",FALSE,0,"low","low",88,"ja",2,3975
17,0,4,8,"lokalkauf",FALSE,3,"high","high",58,"soviel ich weiß",1,4127
17,0,5,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,4837
17,0,6,103,"kochen",TRUE,NA,NA,NA,NA,"bekanntlich",3,2348
17,0,7,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,2712
17,0,8,7,"sport",FALSE,2,"high","low",83,"ja",2,5689
17,0,9,5,"schlaf",FALSE,0,"low","low",74,"soviel ich weiß",1,8329
17,0,10,4,"digitalisierung",FALSE,3,"high","high",85,"ja",2,4210
17,0,11,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,4398
17,0,12,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,5645
17,0,13,3,"stadtverkehr",FALSE,2,"high","low",71,"soviel ich weiß",1,6170
17,0,14,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4319
17,0,15,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,3502
17,0,16,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,4728
18,1,1,3,"stadtverkehr",FALSE,3,"high","high",71,"soviel ich weiß",1,3560
18,1,2,5,"schlaf",FALSE,1,"low","high",74,"ja",2,5446
18,1,3,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4416
18,1,4,101,"bahn",TRUE,NA,NA,NA,NA,"ja",2,4489
18,1,5,2,"ernaehrung",FALSE,2,"high","low",62,"soviel ich weiß",1,4130
18,1,6,4,"digitalisierung",FALSE,0,"low","low",85,"bekanntlich",3,5754
18,1,7,104,"kaffee",TRUE,NA,NA,NA,NA,"ja",2,4479
18,1,8,1,"klimawandel",FALSE,1,"low","high",88,"bekanntlich",3,4810
18,1,9,6,"plastik",FALSE,2,"high","low",79,"ja",2,2136
18,1,10,8,"lokalkauf",FALSE,0,"low","low",58,"soviel ich weiß",1,6644
18,1,11,7,"sport",FALSE,3,"high","high",83,"bekanntlich",3,5052
18,1,12,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5471
18,1,13,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,3112
18,1,14,108,"laerm",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4283
18,1,15,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,4015
18,1,16,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,3345
19,2,1,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,1986
19,2,2,1,"klimawandel",FALSE,2,"high","low",88,"bekanntlich",3,3590
19,2,3,107,"frischluft",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4514
19,2,4,105,"urlaub",TRUE,NA,NA,NA,NA,"ja",2,4576
19,2,5,6,"plastik",FALSE,3,"high","high",79,"ja",2,5981
19,2,6,3,"stadtverkehr",FALSE,0,"low","low",71,"ja",2,5541
19,2,7,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,4367
19,2,8,103,"kochen",TRUE,NA,NA,NA,NA,"ja",2,4387
19,2,9,5,"schlaf",FALSE,2,"high","low",74,"ja",2,4580
19,2,10,7,"sport",FALSE,0,"low","low",83,"ja",2,4898
19,2,11,8,"lokalkauf",FALSE,1,"low","high",58,"bekanntlich",3,6688
19,2,12,104,"kaffee",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5101
19,2,13,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,4093
19,2,14,4,"digitalisierung",FALSE,1,"low","high",85,"bekanntlich",3,4291
19,2,15,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,3845
19,2,16,2,"ernaehrung",FALSE,3,"high","high",62,"ja",2,3843
20,3,1,108,"laerm",TRUE,NA,NA,NA,NA,"bekanntlich",3,3249
20,3,2,3,"stadtverkehr",FALSE,1,"low","high",71,"ja",2,59
20,3,3,2,"ernaehrung",FALSE,0,"low","low",62,"soviel ich weiß",1,1211
20,3,4,6,"plastik",FALSE,0,"low","low",79,"ja",2,4011
20,3,5,7,"sport",FALSE,1,"low","high",83,"bekanntlich",3,4135
20,3,6,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,3473
20,3,7,103,"kochen",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,5875
20,3,8,107,"frischluft",TRUE,NA,NA,NA,NA,"bekanntlich",3,3061
20,3,9,8,"lokalkauf",FALSE,2,"high","low",58,"soviel ich weiß",1,2685
20,3,10,1,"klimawandel",FALSE,3,"high","high",88,"bekanntlich",3,6345
20,3,11,4,"digitalisierung",FALSE,2,"high","low",85,"soviel ich weiß",1,4942
20,3,12,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,6391
20,3,13,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,5447
20,3,14,5,"schlaf",FALSE,3,"high","high",74,"soviel ich weiß",1,3811
20,3,15,105,"urlaub",TRUE,NA,NA,NA,NA,"soviel ich weiß",1,4697
20,3,16,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,3674
21,0,1,104,"kaffee",TRUE,NA,NA,NA,NA,"bekanntlich",3,1870
21,0,2,106,"trinken",TRUE,NA,NA,NA,NA,"ja",2,4010
21,0,3,102,"leselicht",TRUE,NA,NA,NA,NA,"ja",2,2741
21,0,4,101,"bahn",TRUE,NA,NA,NA,NA,"bekanntlich",3,1096
21,0,5,3,"stadtverkehr",FALSE,2,"high","low",71,"soviel ich weiß",1,5612
21,0,6,2,"ernaehrung",FALSE,1,"low","high",62,"ja",2,3420
21,0,7,6,"plastik",FALSE,1,"low","high",79,"bekanntlich",3,5617
21,0,8,103,"kochen",TRUE,NA,NA,NA,NA,"ja",2,3469
21,0,9,108,"laerm",TRUE,NA,NA,NA,NA,"ja",2,2364
21,0,10,1,"klimawandel",FALSE,0,"low","low",88,"bekanntlich",3,5052
