"submission_id","is_training","trial_id","comments","languages","trial_type","pc_prag_analysis","rating_adopt","inferred_goal_strength","is_critical","sentence_after","prolific_session_id","context","experiment_end_time","rating_g","marker","trial_key","age","g_implied_analysis","question_adopt","pc_prag","display_order","scale_step","scale_min","trial_index","item_id","education","scale_max","topic","list_num","g_implied","adoption_likelihood","sentence_before","condition_index","prolific_pid","marker_assignment_source","experiment_duration","is_filler","prolific_study_id","rt","question_goal","recommended_action","responseTime","experiment_start_time","mean_pc_prop_rating","pc_prop_c","marker_strength","marker_strength_c","pc_prag_c","inferred_goal_strength_prop","adoption_likelihood_prop","inferred_goal_strength_beta","adoption_likelihood_beta","condition"
"3611",FALSE,"2","","Deutsch","critical","low",27,29,TRUE,"die Gesundheit.","69ad10c182ae921394d7131b","Dein/e Gesprächspartner/in spricht mit dir über Ernährungsgewohnheiten. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass eine überwiegend pflanzliche Ernährung die Gesundheit fördert.",1772950295926,29,"bekanntlich","critical-2-c1-list0",32,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",6,1,0,6,"2","Höherer Abschluss",100,"ernaehrung",0,"high",27,"Eine überwiegend pflanzliche Ernährung fördert",1,"5b8eab705206680001da3583","comprehension_marker_assignment_balanced.csv",593447,FALSE,"69aca37e417992637b6ed8da",3388,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","mehr pflanzliche Lebensmittel in deinen Alltag einbauen",3388,1772949702479,62,1.19819848591562,3,1,-0.5,0.29,0.27,0.290328125,0.270359375,"Prag. Controversy: low
Goal: high"
"3611",FALSE,"5","","Deutsch","critical","low",25,26,TRUE,"entscheidend für die kognitive Leistungsfähigkeit.","69ad10c182ae921394d7131b","Dein/e Gesprächspartner/in spricht mit dir über Gesundheit und Wohlbefinden. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass ausreichend Schlaf entscheidend für die kognitive Leistungsfähigkeit ist.",1772950295926,26,"soviel ich weiß","critical-5-c0-list0",32,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",7,1,0,7,"5","Höherer Abschluss",100,"schlaf",0,"low",25,"Ausreichend Schlaf ist",0,"5b8eab705206680001da3583","comprehension_marker_assignment_balanced.csv",593447,FALSE,"69aca37e417992637b6ed8da",9957,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf feste Schlafzeiten achten",9957,1772949702479,74,0.0921691143012016,1,-1,-0.5,0.26,0.25,0.260375,0.250390625,"Prag. Controversy: low
Goal: low"
"3611",FALSE,"1","","Deutsch","critical","low",65,63,TRUE,"durch menschliche Aktivitäten verursacht.","69ad10c182ae921394d7131b","Dein/e Gesprächspartner/in spricht mit dir über den Klimawandel. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass der Klimawandel durch menschliche Aktivitäten verursacht wird.",1772950295926,63,"ja","critical-1-c0-list0",32,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",9,1,0,9,"1","Höherer Abschluss",100,"klimawandel",0,"low",65,"Der Klimawandel wird",0,"5b8eab705206680001da3583","comprehension_marker_assignment_balanced.csv",593447,FALSE,"69aca37e417992637b6ed8da",6669,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf Flugreisen verzichten",6669,1772949702479,88,-1.19819848591562,2,0,-0.5,0.63,0.65,0.629796875,0.649765625,"Prag. Controversy: low
Goal: low"
"3611",FALSE,"3","","Deutsch","critical","high",11,10,TRUE,"den Stadtverkehr erheblich.","69ad10c182ae921394d7131b","Dein/e Gesprächspartner/in spricht mit dir über Verkehrspolitik in eurer Stadt. In eurem gemeinsamen Umfeld gehen die Meinungen dazu weit auseinander.",1772950295926,10,"soviel ich weiß","critical-3-c2-list0",32,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",10,1,0,10,"3","Höherer Abschluss",100,"stadtverkehr",0,"low",11,"Ein ausgebautes Nahverkehrsnetz entlastet",2,"5b8eab705206680001da3583","comprehension_marker_assignment_balanced.csv",593447,FALSE,"69aca37e417992637b6ed8da",4638,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","häufiger auf öffentliche Verkehrsmittel umsteigen",4638,1772949702479,71,0.368676457204806,1,-1,0.5,0.1,0.11,0.100625,0.110609375,"Prag. Controversy: high
Goal: low"
"3611",FALSE,"6","","Deutsch","critical","low",32,32,TRUE,"den Meeresökosystemen erheblich.","69ad10c182ae921394d7131b","Dein/e Gesprächspartner/in spricht mit dir über Umweltschutz. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass Einwegplastik den Meeresökosystemen erheblich schadet.",1772950295926,32,"bekanntlich","critical-6-c1-list0",32,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",13,1,0,13,"6","Höherer Abschluss",100,"plastik",0,"high",32,"Einwegplastik schadet",1,"5b8eab705206680001da3583","comprehension_marker_assignment_balanced.csv",593447,FALSE,"69aca37e417992637b6ed8da",4051,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","konsequent auf Einwegplastik verzichten",4051,1772949702479,79,-0.368676457204806,3,1,-0.5,0.32,0.32,0.32028125,0.32028125,"Prag. Controversy: low
Goal: high"
"3611",FALSE,"7","","Deutsch","critical","high",62,61,TRUE,"das Risiko für Herz-Kreislauf-Erkrankungen deutlich.","69ad10c182ae921394d7131b","Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.",1772950295926,61,"ja","critical-7-c2-list0",32,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",14,1,0,14,"7","Höherer Abschluss",100,"sport",0,"low",62,"Regelmäßige körperliche Bewegung senkt",2,"5b8eab705206680001da3583","comprehension_marker_assignment_balanced.csv",593447,FALSE,"69aca37e417992637b6ed8da",5046,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig Sport in deinen Alltag integrieren",5046,1772949702479,83,-0.737352914409613,2,0,0.5,0.61,0.62,0.609828125,0.6198125,"Prag. Controversy: high
Goal: low"
"3612",FALSE,"7","","Deutsch","critical","high",63,46,TRUE,"das Risiko für Herz-Kreislauf-Erkrankungen deutlich.","69ad13bc107bead9257c5368","Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.",1772950664133,46,"bekanntlich","critical-7-c3-list1",28,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",1,1,0,1,"7","Bachelor",100,"sport",1,"high",63,"Regelmäßige körperliche Bewegung senkt",3,"631f2951646392c69506e361","comprehension_marker_assignment_balanced.csv",198876,FALSE,"69aca37e417992637b6ed8da",10586,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig Sport in deinen Alltag integrieren",10586,1772950465257,83,-0.737352914409613,3,1,0.5,0.46,0.63,0.4600625,0.629796875,"Prag. Controversy: high
Goal: high"
"3612",FALSE,"3","","Deutsch","critical","high",45,54,TRUE,"den Stadtverkehr erheblich.","69ad13bc107bead9257c5368","Dein/e Gesprächspartner/in spricht mit dir über Verkehrspolitik in eurer Stadt. In eurem gemeinsamen Umfeld gehen die Meinungen dazu weit auseinander.",1772950664133,54,"ja","critical-3-c3-list1",28,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",2,1,0,2,"3","Bachelor",100,"stadtverkehr",1,"high",45,"Ein ausgebautes Nahverkehrsnetz entlastet",3,"631f2951646392c69506e361","comprehension_marker_assignment_balanced.csv",198876,FALSE,"69aca37e417992637b6ed8da",9130,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","häufiger auf öffentliche Verkehrsmittel umsteigen",9130,1772950465257,71,0.368676457204806,2,0,0.5,0.54,0.45,0.5399375,0.450078125,"Prag. Controversy: high
Goal: high"
"3612",FALSE,"6","","Deutsch","critical","high",55,57,TRUE,"den Meeresökosystemen erheblich.","69ad13bc107bead9257c5368","Dein/e Gesprächspartner/in spricht mit dir über Umweltschutz. In eurem gemeinsamen Umfeld herrschen dazu sehr unterschiedliche Meinungen.",1772950664133,57,"ja","critical-6-c2-list1",28,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",3,1,0,3,"6","Bachelor",100,"plastik",1,"low",55,"Einwegplastik schadet",2,"631f2951646392c69506e361","comprehension_marker_assignment_balanced.csv",198876,FALSE,"69aca37e417992637b6ed8da",8950,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","konsequent auf Einwegplastik verzichten",8950,1772950465257,79,-0.368676457204806,2,0,0.5,0.57,0.55,0.569890625,0.549921875,"Prag. Controversy: high
Goal: low"
"3612",FALSE,"4","","Deutsch","critical","low",21,26,TRUE,"in der heutigen Arbeitswelt unverzichtbar.","69ad13bc107bead9257c5368","Dein/e Gesprächspartner/in spricht mit dir über Berufsausbildung und Weiterbildung. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass digitale Kompetenzen in der heutigen Arbeitswelt unverzichtbar sind.",1772950664133,26,"ja","critical-4-c0-list1",28,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",7,1,0,7,"4","Bachelor",100,"digitalisierung",1,"low",21,"Digitale Kompetenzen sind",0,"631f2951646392c69506e361","comprehension_marker_assignment_balanced.csv",198876,FALSE,"69aca37e417992637b6ed8da",8201,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig digitale Weiterbildungsangebote nutzen",8202,1772950465257,85,-0.921691143012016,2,0,-0.5,0.26,0.21,0.260375,0.210453125,"Prag. Controversy: low
Goal: low"
"3612",FALSE,"8","","Deutsch","critical","low",37,36,TRUE,"die regionale Wirtschaft nachhaltig.","69ad13bc107bead9257c5368","Dein/e Gesprächspartner/in spricht mit dir über Einkaufsgewohnheiten. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass der Einkauf bei lokalen Händlern die regionale Wirtschaft nachhaltig stärkt.",1772950664133,36,"soviel ich weiß","critical-8-c0-list1",28,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",8,1,0,8,"8","Bachelor",100,"lokalkauf",1,"low",37,"Der Einkauf bei lokalen Händlern stärkt",0,"631f2951646392c69506e361","comprehension_marker_assignment_balanced.csv",198876,FALSE,"69aca37e417992637b6ed8da",6330,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","öfter bei lokalen Geschäften einkaufen",6330,1772950465257,58,1.56687494312043,1,-1,-0.5,0.36,0.37,0.36021875,0.370203125,"Prag. Controversy: low
Goal: low"
"3612",FALSE,"5","","Deutsch","critical","low",89,15,TRUE,"entscheidend für die kognitive Leistungsfähigkeit.","69ad13bc107bead9257c5368","Dein/e Gesprächspartner/in spricht mit dir über Gesundheit und Wohlbefinden. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass ausreichend Schlaf entscheidend für die kognitive Leistungsfähigkeit ist.",1772950664133,15,"bekanntlich","critical-5-c1-list1",28,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",10,1,0,10,"5","Bachelor",100,"schlaf",1,"high",89,"Ausreichend Schlaf ist",1,"631f2951646392c69506e361","comprehension_marker_assignment_balanced.csv",198876,FALSE,"69aca37e417992637b6ed8da",5930,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf feste Schlafzeiten achten",5930,1772950465257,74,0.0921691143012016,3,1,-0.5,0.15,0.89,0.150546875,0.889390625,"Prag. Controversy: low
Goal: high"
"3612",FALSE,"1","","Deutsch","critical","low",42,66,TRUE,"durch menschliche Aktivitäten verursacht.","69ad13bc107bead9257c5368","Dein/e Gesprächspartner/in spricht mit dir über den Klimawandel. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass der Klimawandel durch menschliche Aktivitäten verursacht wird.",1772950664133,66,"bekanntlich","critical-1-c1-list1",28,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",11,1,0,11,"1","Bachelor",100,"klimawandel",1,"high",42,"Der Klimawandel wird",1,"631f2951646392c69506e361","comprehension_marker_assignment_balanced.csv",198876,FALSE,"69aca37e417992637b6ed8da",6283,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","auf Flugreisen verzichten",6283,1772950465257,88,-1.19819848591562,3,1,-0.5,0.66,0.42,0.65975,0.420125,"Prag. Controversy: low
Goal: high"
"3612",FALSE,"2","","Deutsch","critical","high",46,56,TRUE,"die Gesundheit.","69ad13bc107bead9257c5368","Dein/e Gesprächspartner/in spricht mit dir über Ernährungsgewohnheiten. In eurem gemeinsamen Umfeld herrschen dazu sehr unterschiedliche Meinungen.",1772950664133,56,"soviel ich weiß","critical-2-c2-list1",28,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","high",13,1,0,13,"2","Bachelor",100,"ernaehrung",1,"low",46,"Eine überwiegend pflanzliche Ernährung fördert",2,"631f2951646392c69506e361","comprehension_marker_assignment_balanced.csv",198876,FALSE,"69aca37e417992637b6ed8da",7433,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","mehr pflanzliche Lebensmittel in deinen Alltag einbauen",7433,1772950465257,62,1.19819848591562,1,-1,0.5,0.56,0.46,0.55990625,0.4600625,"Prag. Controversy: high
Goal: low"
"3613",FALSE,"8","","Deutsch","critical","low",78,76,TRUE,"die regionale Wirtschaft nachhaltig.","69ad139ca47973d996dfed1c","Dein/e Gesprächspartner/in spricht mit dir über Einkaufsgewohnheiten. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass der Einkauf bei lokalen Händlern die regionale Wirtschaft nachhaltig stärkt.",1772950715025,76,"bekanntlich","critical-8-c1-list2",38,"high","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",2,1,0,2,"8","Abitur",100,"lokalkauf",2,"high",78,"Der Einkauf bei lokalen Händlern stärkt",1,"5cb19af6c642510015463de2","comprehension_marker_assignment_balanced.csv",284286,FALSE,"69aca37e417992637b6ed8da",31591,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","öfter bei lokalen Geschäften einkaufen",31591,1772950430739,58,1.56687494312043,3,1,-0.5,0.76,0.78,0.75959375,0.7795625,"Prag. Controversy: low
Goal: high"
"3613",FALSE,"3","","Deutsch","critical","low",50,51,TRUE,"den Stadtverkehr erheblich.","69ad139ca47973d996dfed1c","Dein/e Gesprächspartner/in spricht mit dir über Verkehrspolitik in eurer Stadt. In eurem gemeinsamen Umfeld sehen das die meisten ähnlich, dass ein ausgebautes Nahverkehrsnetz den Stadtverkehr erheblich entlastet.",1772950715025,51,"soviel ich weiß","critical-3-c0-list2",38,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",3,1,0,3,"3","Abitur",100,"stadtverkehr",2,"low",50,"Ein ausgebautes Nahverkehrsnetz entlastet",0,"5cb19af6c642510015463de2","comprehension_marker_assignment_balanced.csv",284286,FALSE,"69aca37e417992637b6ed8da",29128,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","häufiger auf öffentliche Verkehrsmittel umsteigen",29128,1772950430739,71,0.368676457204806,1,-1,-0.5,0.51,0.5,0.509984375,0.5,"Prag. Controversy: low
Goal: low"
"3613",FALSE,"7","","Deutsch","critical","low",73,100,TRUE,"das Risiko für Herz-Kreislauf-Erkrankungen deutlich.","69ad139ca47973d996dfed1c","Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass regelmäßige körperliche Bewegung das Risiko für Herz-Kreislauf-Erkrankungen deutlich senkt.",1772950715025,100,"ja","critical-7-c0-list2",38,"low","Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?","low",4,1,0,4,"7","Abitur",100,"sport",2,"low",73,"Regelmäßige körperliche Bewegung senkt",0,"5cb19af6c642510015463de2","comprehension_marker_assignment_balanced.csv",284286,FALSE,"69aca37e417992637b6ed8da",13984,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?","regelmäßig Sport in deinen Alltag integrieren",13984,1772950430739,83,-0.737352914409613,2,0,-0.5,1,0.73,0.99921875,0.729640625,"Prag. Controversy: low
Goal: low"
